id,object_name,chain,object_type,address,number
153541,Подозрительные лица,нет,кафе,"город Москва, Пятницкая улица, дом 2/38, строение 1",37
156535,Пита и Суваки,нет,кафе,"город Москва, Пятницкая улица, дом 2/38, строение 2",16
19826,Колледж-XXI-век,нет,буфет,"город Москва, Солнцевский проспект, дом 7А",10
23671,Школа 1007,нет,столовая,"город Москва, Солнцевский проспект, дом 7А",200
23672,Школа 1002,нет,столовая,"город Москва, Солнцевский проспект, дом 12А",240
23659,Школа 1001,нет,столовая,"город Москва, Солнцевский проспект, дом 16А",120
23245,САТУРН-ШБС-3 СТОЛОВАЯ ШКОЛЫ №1437,нет,столовая,"город Москва, улица Федосьино, дом 16, корпус 3",240
23661,Школа 1004,нет,столовая,"город Москва, улица 50 лет Октября, дом 14А",240
23673,Школа 1000,нет,столовая,"город Москва, Наро-Фоминская улица, дом 1",130
23662,Школа 1009,нет,столовая,"город Москва, улица Щорса, дом 5",200
72236,Пончики,нет,предприятие быстрого обслуживания,"город Москва, Домостроительная улица, дом 1, корпус 1",4
137899,Дабл Би,да,кафе,"город Москва, город Зеленоград, Центральная площадь, дом 1",27
25853,ТопХолл,нет,ресторан,"город Москва, город Зеленоград, Центральная площадь, дом 1",50
29474,ГБОУ г. Москвы Школа № 854,нет,столовая,"город Москва, город Зеленоград, Никольский проезд, дом 3",100
29119,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ШКОЛА № 853,нет,столовая,"город Москва, город Зеленоград, корпус 913А",160
24893,Кафе АВТО-СПЕКТР,нет,кафе,"город Москва, город Зеленоград, Сосновая аллея, дом 4, строение 3",8
23851,Столовая «ПРОФЕССИОНАЛЬНЫЙ ЛИЦЕЙ 313»,нет,столовая,"город Москва, город Зеленоград, проспект Генерала Алексеева, дом 4",80
24602,Сербская Мясара,нет,кафе,"город Москва, улица Академика Пилюгина, дом 12А",20
29338,Столовая «ГБОУ СОШ 1158»,нет,столовая,"город Москва, микрорайон Северное Чертаново, корпус 810",240
28587,Столовая «ГБОУ СОШ 1158»,нет,столовая,"город Москва, микрорайон Северное Чертаново, корпус 809",240
154666,ДОНЕРЕТТО-Пекарня,нет,предприятие быстрого обслуживания,"город Москва, микрорайон Северное Чертаново, корпус 823",0
119759,Вай Мэ,нет,кафе,"город Москва, Пятницкий переулок, дом 8, строение 1",30
140355,Французская пекарня кофейня Бонжур,нет,кафе,"город Москва, Пятницкий переулок, дом 8, строение 1",10
137224,Берекет,нет,кафе,"город Москва, улица Большая Ордынка, дом 63",48
150720,Столовая,нет,столовая,"город Москва, Люсиновская улица, дом 31, строение 2",150
68001,Карамель,нет,кафе,"город Москва, Изумрудная улица, дом 3, строение 2",96
69444,Mojo,нет,кафе,"город Москва, Сверчков переулок, дом 8, строение 1",63
25542,Радуга,нет,кафе,"город Москва, Вильнюсская улица, дом 5",40
67797,Ресторан «Тануки»,да,ресторан,"город Москва, улица Космонавтов, дом 15",174
67798,Ресторан «Ерш»,нет,ресторан,"город Москва, улица Космонавтов, дом 15",146
71345,Ла Гатта,нет,кафе,"город Москва, улица Малыгина, дом 7",35
28758,ГБОУ Школа № 1411 (761),нет,столовая,"город Москва, улица Бестужевых, дом 1",120
21189,Кафе,нет,кафе,"город Москва, Дубнинская улица, дом 83А",28
22908,Золотой павлин,нет,кафе,"город Москва, Костромская улица, дом 12Б",99
24774,Вкусная компания,нет,кафе,"город Москва, Большая Новодмитровская улица, дом 36, строение 4",24
154933,Вегетарианское кафе Вкус и Цвет,нет,кафе,"город Москва, Большая Новодмитровская улица, дом 36, строение 6",45
83254,Кафе-бар «Искра»,нет,кафе,"город Москва, Большая Новодмитровская улица, дом 36, строение 9",80
52547,Кафе Аршин,нет,кафе,"город Москва, Осташковский проезд, дом 8, строение 2",94
28727,Медицинский колледж № 6,нет,столовая,"город Москва, Таймырская улица, дом 4",80
20936,БЕРТАН XX11,нет,столовая,"город Москва, улица Образцова, дом 9, строение 2",84
23722,Столовая «ЦО № 1440»,нет,столовая,"город Москва, Осенний бульвар, дом 10, корпус 3",170
23991,АМАДЕУС,нет,ресторан,"город Москва, площадь Европы, дом 2",25
27026,РУМ СЕРВИС,нет,ресторан,"город Москва, площадь Европы, дом 2",1200
27142,СУМОСАН,нет,ресторан,"город Москва, площадь Европы, дом 2",50
26340,РУССКИЙ,нет,ресторан,"город Москва, площадь Европы, дом 2",25
20419,СТАТУС М,нет,кафе,"город Москва, площадь Европы, дом 2",15
20420,БАР СПОРТКЛУБА,нет,бар,"город Москва, площадь Европы, дом 2",10
20421,БАР КИНОТЕАТРА,нет,бар,"город Москва, площадь Европы, дом 2",10
23324,Столовая ГБОУ СОШ № 1358,нет,столовая,"город Москва, Пятницкое шоссе, дом 45, корпус 2",240
29030,ГБОУ ШКОЛА 548 «КДП»,нет,столовая,"город Москва, Домодедовская улица, дом 35, корпус 2",150
24321,Кафе Луч,нет,кафе,"город Москва, Большая Пироговская улица, дом 27, строение 1",180
75471,Рико,нет,кафе,"город Москва, Ружейный переулок, дом 6, строение 2",20
25968,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Большая Серпуховская улица, дом 4/3",240
69288,Кофейня - гострономическая лавка,нет,кафе,"город Москва, Петровский бульвар, дом 9, строение 1",30
153347,Кафе «ФудСити»,нет,кафе,"город Москва, Каширский проезд, дом 5",20
58698,Счастье,нет,кафе,"город Москва, Большой Путинковский переулок, дом 5",48
127912,Blak Tai,нет,ресторан,"город Москва, Большой Путинковский переулок, дом 5",120
156723,Eleven-Hall,нет,ресторан,"город Москва, Малый Каретный переулок, дом 11, строение 2",100
155151,Баскин Роббинс,да,кафе,"город Москва, Огородный проезд, дом 16, строение 1",8
23017,ДЕЖАВЮ,нет,кафе,"город Москва, Осташковский проезд, дом 6, строение 2",98
28703,СТОЛОВАЯ (ГБПОУ «1-ый МОК»),нет,столовая,"город Москва, Староватутинский проезд, дом 8",160
28704,СТОЛОВАЯ ( АСОУ),нет,столовая,"город Москва, Староватутинский проезд, дом 8",100
125554,Чайхана Ташкент № 1,нет,кафе,"город Москва, Стартовая улица, дом 18, строение 2",37
19813,АВТОМЕХБАЗА ЗЕЛЕН.ХОЗ-А,нет,буфет,"город Москва, улица Генерала Дорохова, дом 5",20
23525,Афродита при транспортной фирме Очаково,нет,столовая,"город Москва, Большая Очаковская улица, дом 47А, строение 1",50
23799,СТОЛОВАЯ ШКОЛА 803,нет,столовая,"город Москва, Инициативная улица, дом 1",168
23731,СТОЛОВАЯ ГБОУ города Москвы № 1195,нет,столовая,"город Москва, Дорогобужская улица, дом 13",330
23613,Буфет -ГБОУ СОШ № 1061,нет,столовая,"город Москва, Молодогвардейская улица, дом 19, корпус 2",320
22580,Алло Пицца,да,предприятие быстрого обслуживания,"город Москва, улица Покрышкина, дом 5",24
23514,ОСИПОВ А.С. (прод.база «Очаково»),нет,столовая,"город Москва, проектируемый проезд № 1980, дом 4",60
19801,Набодчиков А.П.,нет,столовая,"город Москва, Рябиновая улица, дом 41А",30
23506,Поляков В.В.,нет,буфет,"город Москва, Рябиновая улица, дом 65, строение 1",25
19622,Акеро,нет,бар,"город Москва, Береговой проезд, дом 4, корпус 3",16
20152,Золотое Руно,нет,кафе,"город Москва, улица Федосьино, владение 4",50
27375,Столовая ГБОУ СОШ № 827,нет,столовая,"город Москва, улица Героев Панфиловцев, дом 45, корпус 3",120
23357,Столовая ГБОУ СОШ № 1358,нет,столовая,"город Москва, улица Барышиха, дом 42, корпус 2",240
20068,КАФЕ «Удача»,нет,кафе,"город Москва, Митинская улица, дом 52, корпус 1",32
21049,Бар,нет,бар,"город Москва, улица Фабрициуса, дом 41",20
126244,Кафе,нет,кафе,"город Москва, улица Фабрициуса, дом 41",20
28094,КОНЕЧ.СТ.ВОДИТ. 7 ТРОЛ.,нет,столовая,"город Москва, Липецкая улица, дом 19",20
70166,Ургут,нет,кафе,"город Москва, улица Наташи Ковшовой, дом 8, корпус 1",30
124280,Суши Wok,да,кафе,"город Москва, улица Скульптора Мухиной, дом 13",7
75313,Роллофф,да,кафе,"город Москва, улица Скульптора Мухиной, дом 13",22
23325,Столовая ГБОУ СОШ № 1191,нет,столовая,"город Москва, Митинская улица, дом 48, корпус 2",240
81212,Столовая,нет,столовая,"город Москва, Ореховый бульвар, дом 24, корпус 1Г",32
76662,Ресторан «Донна Маргарита»,нет,ресторан,"город Москва, улица 1905 Года, дом 2, строение 1",35
26497,Ресторан «БОЧКА»,нет,ресторан,"город Москва, улица 1905 Года, дом 2, строение 1",108
22720,Тануки,да,ресторан,"город Москва, Боровское шоссе, дом 31",170
59397,Ёрш,да,ресторан,"город Москва, Боровское шоссе, дом 31",146
66235,СТОЛИЧНОЕ ПИТАНИЕ,нет,столовая,"город Москва, Новоорловская улица, дом 5А",96
29136,Школа №1241,нет,столовая,"город Москва, Большой Трёхгорный переулок, дом 3, строение 1",80
25033,ДУМА,нет,кафе,"город Москва, Моховая улица, дом 11, строение 3",100
24297,Кафе «КАРЕТНЫЙ ДВОР»,нет,кафе,"город Москва, Поварская улица, дом 52/55, строение 1",216
26498,Ресторан «Старый фаэтон»,нет,ресторан,"город Москва, Поварская улица, дом 52/55, строение 2",68
27853,ГОС.ШКОЛА ВЫСШЕГО СПОРТ. МАСТЕРСТВА,нет,столовая,"город Москва, улица Казакова, дом 18, строение 1",40
20949,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 14, строение 7",140
20955,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 17Б",110
28041,Столовая ВЭИ им.Ленина,нет,столовая,"город Москва, Красноказарменная улица, дом 12, строение 1",120
20952,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 13, строение 3",140
21881,КП МЭИ Кафе ДОМ 13,нет,кафе,"город Москва, Красноказарменная улица, дом 13, строение 3",50
28855,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 17, строение 1Ж",60
20953,КП МЭИ,нет,столовая,"город Москва, Красноказарменная улица, дом 14, строение 3",140
20997,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 14, строение 1",210
28856,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 14, строение 1",160
28854,Столовая МУЦ ЕЭС,нет,столовая,"город Москва, Красноказарменная улица, дом 13, строение 1",56
20956,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 13, строение 1",124
26574,БЕСПОКОЙНАЯ ЮНОСТЬ,нет,кафе,"город Москва, Красноказарменная улица, дом 14, строение 1А",54
20951,КП МЭИ,нет,буфет,"город Москва, Красноказарменная улица, дом 17, строение 6",100
28043,ВНИИКАБЕЛЬНОЙ ПРОМ.,нет,столовая,"город Москва, шоссе Энтузиастов, дом 5, строение 1",150
69785,Корчма Тарас Бульба,да,ресторан,"город Москва, Красноказарменная улица, дом 6",380
29173,МОСК. ГОР. КОЛЛЕДЖ ИНФ-Х ТЕХНОЛОГИЙ,нет,столовая,"город Москва, Костомаровская набережная, дом 29, строение 1",84
27019,ГОСТИНИЦА ЛЕФОРТОВО,нет,ресторан,"город Москва, 1-й Краснокурсантский проезд, дом 1/4",200
27859,СТОЛОВАЯ ПРИ ММГП «МОСГАЗ» БУФЕТ,нет,столовая,"город Москва, Мрузовский переулок, дом 11, строение 1",30
28618,Столовая,нет,столовая,"город Москва, улица Радио, дом 10А, строение 1",90
86229,Олд Сити,нет,кафе,"город Москва, улица Маросейка, дом 10/1, строение 2",30
26755,САН-ДИЕГО,нет,ресторан,"город Москва, Школьная улица, дом 13",55
152836,Полковнику никто не пишет,нет,кафе,"город Москва, Петроверигский переулок, дом 4, строение 1",44
24934,АМАДЕУС,нет,кафе,"город Москва, Большой Спасоглинищевский переулок, дом 4",20
21368,Школа 661,нет,буфет,"город Москва, улица Покровка, дом 10, строение 5",33
21365,Школа 1227,нет,буфет,"город Москва, Большой Трёхсвятительский переулок, дом 4",55
21366,Школа 1225,нет,буфет,"город Москва, Лялин переулок, дом 12, строение 1",30
21373,Школа 330,нет,буфет,"город Москва, Большой Казённый переулок, дом 9",55
28859,ЛИЦЕЙ 1303,нет,столовая,"город Москва, Таможенный проезд, дом 4",170
23385,КАФЕ ПАБ ДЕДДИ,нет,кафе,"город Москва, Солдатская улица, дом 6А",90
28861,ШКОЛА 1229,нет,столовая,"город Москва, Верхний Золоторожский переулок, дом 2",170
28037,2-Й АВТОБУСНЫЙ ПАРК,нет,столовая,"город Москва, 5-я Кабельная улица, дом 1, строение 1",150
28042,КАЛИТНИКИ-КЕЙТЕРИНГ,нет,столовая,"город Москва, 5-я Кабельная улица, дом 2, строение 1",60
99290,Кафе СпортЭкс,нет,кафе,"город Москва, 5-я Кабельная улица, дом 2, строение 1",24
106177,Кафе,нет,кафе,"город Москва, 5-я Кабельная улица, дом 2, строение 1",90
28583,ШКОЛА 1321,нет,столовая,"город Москва, Авиамоторная улица, дом 30А, корпус 1",90
27359,ШКОЛА 1228,нет,столовая,"город Москва, Авиамоторная улица, дом 42",200
28863,ШКОЛА 416,нет,столовая,"город Москва, Шепелюгинская улица, дом 21/13, строение 1",150
28860,ШКОЛА 733,нет,столовая,"город Москва, Лонгиновская улица, дом 6",120
28580,Музыкальный колледж,нет,столовая,"город Москва, Солдатская улица, дом 14",100
23375,САМОКАТ-КЭТТЕРИНГ,нет,кафе,"город Москва, Самокатная улица, дом 2, строение 1",90
27358,Клледж № 28,нет,столовая,"город Москва, Авиамоторная улица, дом 36",130
21911,ЦИЦИНОВА Т.А.,нет,столовая,"город Москва, Авиамоторная улица, дом 36",110
27786,ЦЕНТРАЛЬНЫЙ ДОМ УЧЕНЫХ РАН,нет,ресторан,"город Москва, улица Пречистенка, дом 16/2",140
153252,Булкер,нет,кафе,"город Москва, Зубовский бульвар, дом 21-23, строение 1",60
20215,Like wine,нет,бар,"город Москва, улица Тимура Фрунзе, дом 11, строение 19",74
153726,Столовая при ФГБОУ ВО МПГУ,нет,столовая,"город Москва, Несвижский переулок, дом 3",26
153724,Столовая при ФГБОУВО МПГУ,нет,столовая,"город Москва, Малая Пироговская улица, дом 29/7, строение 1",24
26835,Халва,нет,ресторан,"город Москва, улица Остоженка, дом 53/2, строение 1",50
24746,Шоколадница,да,кафе,"город Москва, Зубовский бульвар, дом 17, строение 1",98
156889,Ваби-Саби,да,кафе,"город Москва, Зубовский бульвар, дом 17, строение 1",40
156892,GlowSubs Sandwiches,да,предприятие быстрого обслуживания,"город Москва, Зубовский бульвар, дом 17, строение 1",20
136110,KFC,да,предприятие быстрого обслуживания,"город Москва, Зубовский бульвар, дом 17, строение 1",86
27789,ЦИМУС ФУД,нет,ресторан,"город Москва, Большой Саввинский переулок, дом 9, строение 2",55
121384,Гранж,нет,кафе,"город Москва, Зубовский бульвар, дом 22/39",35
28429,СТОЛОВАЯ,нет,столовая,"город Москва, Курсовой переулок, дом 1",65
78208,Шэгги Дог,нет,кафе,"город Москва, улица Льва Толстого, дом 5, строение 1",80
20239,EL CAFE,нет,бар,"город Москва, улица Льва Толстого, дом 5, строение 1",10
22621,Магия Вкуса,нет,ресторан,"город Москва, улица Льва Толстого, дом 5, строение 1",60
153766,Столовая при ФГБОУ ВО МГЛУ,нет,столовая,"город Москва, улица Остоженка, дом 38, строение 1",120
29486,СТОЛОВАЯ В МЕДИЦИНСКОЙ АКАДЕМИИ ИМ. И.М. СЕЧЕНОВА,нет,столовая,"город Москва, улица Россолимо, дом 11, строение 1",20
141323,Арчи,нет,ресторан,"город Москва, Комсомольский проспект, дом 42, строение 2",48
140591,БАТОНИ,нет,ресторан,"город Москва, Комсомольский проспект, дом 42, строение 3",86
26841,Эль Россо,нет,ресторан,"город Москва, улица Хамовнический Вал, дом 34",130
21001,БУФЕТ,нет,буфет,"город Москва, Погодинская улица, дом 1, строение 1",16
20621,ДАЙМОНД,нет,бар,"город Москва, Смоленская улица, дом 5",65
26819,ЕСЕНИН,нет,ресторан,"город Москва, Смоленская улица, дом 5",50
26820,ПАНОРАМА,нет,ресторан,"город Москва, Смоленская улица, дом 5",100
27000,СУЗДАЛЬ,нет,ресторан,"город Москва, Смоленская улица, дом 5",150
26991,Русская охота,нет,ресторан,"город Москва, Смоленская улица, дом 5",100
25154,Генацвале,нет,кафе,"город Москва, улица 10-летия Октября, дом 11",80
22628,На Знаменке,нет,ресторан,"город Москва, улица Знаменка, дом 13, строение 3",70
22615,КОФЕ ТАЙМ,нет,кафе,"город Москва, Комсомольский проспект, дом 28",80
21934,Старбакс Starbucks,да,предприятие быстрого обслуживания,"город Москва, Комсомольский проспект, дом 28",82
78099,Шоколадница,да,кафе,"город Москва, Комсомольский проспект, дом 28",64
25468,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Комсомольский проспект, дом 28",100
27089,Иль Патио,да,ресторан,"город Москва, Комсомольский проспект, дом 28",400
140485,ФУДА,нет,ресторан,"город Москва, Комсомольский проспект, дом 28",204
154822,Бурлеск,нет,бар,"город Москва, Комсомольский проспект, дом 28",50
26821,РЕСТОРА БСА VIP -КЛУБ С «ПРЕСС-ЦЕНТРОМ»,нет,ресторан,"город Москва, улица Лужники, дом 24, строение 1",60
153412,Столовая при гимназии 1529 им. А.С. Грибоедова,нет,столовая,"город Москва, Пречистенская набережная, дом 1",15
152717,Ryba sushi and oysters,нет,кафе,"город Москва, Усачёва улица, дом 26",16
152718,Prime Beef,нет,бар,"город Москва, Усачёва улица, дом 26",10
152719,Кофемания,да,кафе,"город Москва, Усачёва улица, дом 26",80
152720,ФО ФА,нет,кафе,"город Москва, Усачёва улица, дом 26",44
149609,ДЗЕНДАО,нет,кафе,"город Москва, Усачёва улица, дом 26",30
149617,Пиццерия II POMODORO,нет,кафе,"город Москва, Усачёва улица, дом 26",24
149620,Vино and Еда,нет,кафе,"город Москва, Усачёва улица, дом 26",30
149622,Техно Люкс,нет,кафе,"город Москва, Усачёва улица, дом 26",15
149625,ГОКОС,нет,кафе,"город Москва, Усачёва улица, дом 26",10
149672,Оджахури,нет,кафе,"город Москва, Усачёва улица, дом 26",30
149674,ZIZO,нет,кафетерий,"город Москва, Усачёва улица, дом 26",10
149677,Pinzeria by Bontempo,нет,кафе,"город Москва, Усачёва улица, дом 26",20
149679,Шарлима,нет,закусочная,"город Москва, Усачёва улица, дом 26",5
26839,СТАРАЯ МАНСАРДА,нет,кафе,"город Москва, Усачёва улица, дом 62, строение 2",60
21754,Дом 12,нет,кафе,"город Москва, улица Пречистенка, дом 21/12, строение 5",120
28430,СТОЛОВАЯ,нет,столовая,"город Москва, улица Пречистенка, дом 20",320
25177,Winil Wine Bar,нет,ресторан,"город Москва, Зубовская улица, дом 5/36",32
153457,Столовая при ЧОУ «Золотое сечение»,нет,столовая,"город Москва, улица Бурденко, дом 21А",60
26828,ACCENTI,нет,ресторан,"город Москва, Кропоткинский переулок, дом 7, строение 2-4",45
151794,Столовая при ГБОУ Школа 1253,нет,столовая,"город Москва, улица Тимура Фрунзе, дом 3, строение 2",80
153408,Столовая при гимназии 1529 им. А.С. Грибоедова,нет,столовая,"город Москва, Староконюшенный переулок, дом 18",40
151787,Столовая при ГБОУ Школа 171,нет,столовая,"город Москва, улица Доватора, дом 5/9",40
153404,Столовая при ГБОУ Лицей 1555,нет,столовая,"город Москва, Хилков переулок, дом 3А",45
153370,Столовая при ГБОУ Школа 1231,нет,столовая,"город Москва, улица Плющиха, дом 39",40
151786,Столовая при ГБОУ Школа 171,нет,столовая,"город Москва, Усачёва улица, дом 66",80
152202,Столовая при ГБОУ Лицей 1535,нет,столовая,"город Москва, Малый Саввинский переулок, дом 8",105
151785,Столовая при ГБОУ Школа 171,нет,столовая,"город Москва, Комсомольский проспект, дом 43, строение 1",60
151657,Столовая при ГБОУ Школа 171,нет,столовая,"город Москва, 2-я Фрунзенская улица, дом 7А",80
153411,Столовая при гимназии 1529 им. А.С. Грибоедова,нет,столовая,"город Москва, Гагаринский переулок, дом 20, строение 1",30
153368,Столовая при ГБОУ Школа 1231,нет,столовая,"город Москва, 1-й Неопалимовский переулок, дом 10, строение 10",40
153397,Столовая при ГБПОУ ПТ № 2 (колледж),нет,столовая,"город Москва, 1-й переулок Тружеников, дом 12, строение 4",60
153401,Столовая при Центре развития и коррекции,нет,столовая,"город Москва, 1-й переулок Тружеников, дом 18",20
153371,Столовая при ГБОУ Школа 1231,нет,столовая,"город Москва, улица Пречистенка, дом 12/2, строение 8",50
153436,Столовая при Образовательном комплексе дизайна и технологии,нет,столовая,"город Москва, улица Савельева, дом 5",100
153380,Столовая при ГБОУ Школа 57,нет,столовая,"город Москва, переулок Хользунова, дом 8",48
153385,Столовая при ГБОУ Школа 57,нет,столовая,"город Москва, улица Хамовнический Вал, дом 26",60
125633,Раковая на Усачева,нет,ресторан,"город Москва, Усачёва улица, дом 22",127
21755,Кофе Хаус,да,кафе,"город Москва, Красная площадь, дом 3",35
22646,ТД ГУМ Кафе 1 Гастроном 1,нет,кафе,"город Москва, Красная площадь, дом 3",25
22647,ТД ГУМ Кафе 2 Гастроном 1,нет,кафе,"город Москва, Красная площадь, дом 3",25
22648,ТД ГУМ КП Кафе «Фестивальное» БЛИНЫ,нет,кафе,"город Москва, Красная площадь, дом 3",36
22649,ТД ГУМ «Фестивальное» АЗИЯ,нет,кафе,"город Москва, Красная площадь, дом 3",42
22650,ТД ГУМ КАФЕ «Фестивальное» ИТАЛИЯ,нет,кафе,"город Москва, Красная площадь, дом 3",202
22651,ТД ГУМ «Фестивальное» «ЯПОНИЯ»,нет,кафе,"город Москва, Красная площадь, дом 3",109
22652,ТД ГУМ КАФЕ «Фестивальное» КАРТОФЕЛЬ,нет,кафе,"город Москва, Красная площадь, дом 3",36
22662,БОСКО КАФЕ,нет,кафе,"город Москва, Красная площадь, дом 3",110
20486,ТД ГУМ Кафе фестивальное Бар Кинозал,нет,бар,"город Москва, Красная площадь, дом 3",40
20231,ТД ГУМ бар в столовой,нет,бар,"город Москва, Красная площадь, дом 3",10
20336,У ФОНТАНА,нет,бар,"город Москва, Красная площадь, дом 3",30
20337,БОСКО БАР,нет,бар,"город Москва, Красная площадь, дом 3",28
27891,ТД ГУМ столовая №1,нет,столовая,"город Москва, Красная площадь, дом 3",50
27892,ТД ГУМКафе «Фестивальное» СТОЛОВАЯ 57,нет,столовая,"город Москва, Красная площадь, дом 3",196
153463,Столовая при Филипповской школе,нет,столовая,"город Москва, Малая Пироговская улица, дом 13, строение 1",50
153406,Столовая при гимназии 1529 им. А.С. Грибоедова,нет,столовая,"город Москва, 2-й Обыденский переулок, дом 9",30
153390,Столовая при ГБПОУ ПТ № 2 (колледж),нет,столовая,"город Москва, улица Тимура Фрунзе, дом 28",48
153476,Столовая при Медицинском колледже № 5,нет,столовая,"город Москва, Смоленский бульвар, дом 24, строение 4",60
150573,Буфет на Хитровке,нет,кафе,"город Москва, Хитровский переулок, дом 3/1, строение 4",12
21643,Пороселло,нет,закусочная,"город Москва, Лубянский проезд, дом 25, строение 1",18
26700,ЧАЙНАТАУН В КИТАЙ ГОРОДЕ,нет,ресторан,"город Москва, Лубянский проезд, дом 25, строение 1",80
24926,КИТАЙСКИЙ ЛЕТЧИК «ДЖАОДА»,нет,кафе,"город Москва, Лубянский проезд, дом 25, строение 1",50
85912,Ресторан «Шагал»,нет,ресторан,"город Москва, улица Сергия Радонежского, дом 5, строение 1",55
156539,Маэстрелло,нет,кафе,"город Москва, улица Покровка, дом 16",35
24942,Имаджин,нет,бар,"город Москва, улица Покровка, дом 16",50
22127,Долма,нет,кафе,"город Москва, улица Покровка, дом 16",90
22385,Ми Пьяче,да,кафе,"город Москва, улица Покровка, дом 16",60
80921,Ай лайк вайн,нет,ресторан,"город Москва, улица Покровка, дом 16",50
127712,"Бутылка, Кружка и Котел",нет,бар,"город Москва, улица Покровка, дом 48, строение 1",65
74512,Смайл,нет,кафе,"город Москва, улица Покровка, дом 48, строение 1",40
76822,Джаганнат,да,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",20
22023,Чайхана «Алайский базар»,нет,кафе,"город Москва, улица Сергия Радонежского, дом 23-25, строение 1",75
25948,Форбес,нет,ресторан,"город Москва, Подколокольный переулок, дом 13, строение 1",88
26707,Ю-МЭ,нет,ресторан,"город Москва, улица Покровка, дом 38А",48
28416,СТОЛОВАЯ ПРИ УПРАВЛЕНИИ СУДЕБНОГО ДЕПАРТАМЕНТА,нет,столовая,"город Москва, Андроньевская площадь, дом 5/9",45
144432,То Да Сё,да,кафе,"город Москва, улица Казакова, дом 8, строение 2",160
136091,Бургер Кинг,да,ресторан,"город Москва, улица Земляной Вал, дом 26, строение 1",50
87601,Ресторан «Пяток»,нет,ресторан,"город Москва, улица Золоторожский Вал, дом 40",98
88786,Кафе «Чайхана»,нет,предприятие быстрого обслуживания,"город Москва, улица Золоторожский Вал, дом 40",9
83959,Кафе «Хинкальная»,да,кафе,"город Москва, улица Золоторожский Вал, дом 40",35
70035,Lumberjack Bar,нет,бар,"город Москва, Большой Спасоглинищевский переулок, дом 3, строение 5",60
21658,Френдис,нет,кафе,"город Москва, улица Покровка, дом 28, строение 3",42
78343,Микроб,нет,бар,"город Москва, Покровский бульвар, дом 6/20, строение 1",50
87779,МОНО,нет,бар,"город Москва, Покровский бульвар, дом 6/20, строение 1",50
24933,Сажа,нет,кафе,"город Москва, Лубянский проезд, дом 25, строение 2",40
24715,Кофемания,да,кафе,"город Москва, улица Покровка, дом 18/18, строение 3",72
156645,OConnells Pub,нет,бар,"город Москва, улица Покровка, дом 18/18, строение 1",70
27128,Якитория,да,кафе,"город Москва, Авиамоторная улица, дом 41",250
78083,Бостон Паб,нет,бар,"город Москва, улица Сергия Радонежского, дом 29-31, строение 1",98
85913,Кафе «Шоколадница»,да,кафе,"город Москва, улица Сергия Радонежского, дом 29-31, строение 1",75
111795,Чайхона №1,да,ресторан,"город Москва, улица Покровка, дом 50/2, строение 2",85
28865,ШКОЛА 632,нет,столовая,"город Москва, Красноказарменная улица, дом 3, строение 5",200
91875,Бир энд Брюд,нет,ресторан,"город Москва, улица Покровка, дом 26/1, строение 2",95
151761,Ред Брик,нет,бар,"город Москва, Хохловский переулок, дом 10, строение 6",50
24986,ЕВРО КАФЕ,нет,предприятие быстрого обслуживания,"город Москва, улица Сергия Радонежского, дом 27, строение 1",20
23220,Чайхона,нет,кафе,"город Москва, Кусковская улица, дом 1Б",36
28816,Столовая ГОУ КЛП №24,нет,столовая,"город Москва, Полимерная улица, дом 7А",120
29557,Столовая ГБПОУ Колледж железнодорожного и городского транспорта,нет,столовая,"город Москва, Напольный проезд, дом 9",360
28789,Столовая ГБПОУ Колледж гостеприимства и менеджмента № 23,нет,столовая,"город Москва, Напольный проезд, дом 7",160
97160,Шашлычная,нет,кафе,"город Москва, проспект Будённого, дом 32",2
136912,Шерлок,нет,кафе,"город Москва, проспект Будённого, дом 30А",40
149731,Хлебная лавка Бородинского,нет,кафе,"город Москва, улица Молостовых, дом 1Б, строение 1",4
28817,Столовая МФК,нет,столовая,"город Москва, Кусковская улица, дом 45",84
20944,БУФЕТ,нет,буфет,"город Москва, шоссе Энтузиастов, дом 19",100
23199,Кафе,нет,кафе,"город Москва, улица Молостовых, дом 1А",46
156102,KFC,да,ресторан,"город Москва, Зелёный проспект, дом 83",60
128804,Хлебный рай,нет,магазин (отдел кулинарии),"город Москва, Новогиреевская улица, дом 11/36, строение 1",0
149467,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Вешняковская улица, дом 18",124
157991,ROLL WOK,нет,предприятие быстрого обслуживания,"город Москва, Вешняковская улица, дом 18",16
26561,Рио Грандэ,нет,ресторан,"город Москва, Зелёный проспект, дом 19",320
