,record_id,item_topic,source_topic,age_segment,dt,visits
5982,1046579,Знаменитости,Знаменитости,31-35,2019-09-24 18:57:00,19
5983,1046580,Знаменитости,Знаменитости,31-35,2019-09-24 18:58:00,11
5984,1046581,Знаменитости,Знаменитости,31-35,2019-09-24 18:59:00,26
5985,1046582,Знаменитости,Знаменитости,31-35,2019-09-24 19:00:00,6
5986,1046583,Знаменитости,Знаменитости,36-40,2019-09-24 18:31:00,1
5987,1046584,Знаменитости,Знаменитости,36-40,2019-09-24 18:32:00,1
5988,1046585,Знаменитости,Знаменитости,36-40,2019-09-24 18:52:00,1
5989,1046586,Знаменитости,Знаменитости,36-40,2019-09-24 18:53:00,1
5990,1046587,Знаменитости,Знаменитости,36-40,2019-09-24 18:54:00,1
5991,1046588,Знаменитости,Знаменитости,36-40,2019-09-24 18:55:00,7
5992,1046589,Знаменитости,Знаменитости,36-40,2019-09-24 18:56:00,12
5993,1046590,Знаменитости,Знаменитости,36-40,2019-09-24 18:57:00,11
5994,1046591,Знаменитости,Знаменитости,36-40,2019-09-24 18:58:00,19
5995,1046592,Знаменитости,Знаменитости,36-40,2019-09-24 18:59:00,13
5996,1046593,Знаменитости,Знаменитости,36-40,2019-09-24 19:00:00,4
5997,1046594,Знаменитости,Знаменитости,41-45,2019-09-24 18:33:00,1
5998,1046595,Знаменитости,Знаменитости,41-45,2019-09-24 18:54:00,1
5999,1046596,Знаменитости,Знаменитости,41-45,2019-09-24 18:55:00,4
6000,1046597,Знаменитости,Знаменитости,41-45,2019-09-24 18:56:00,10
6001,1046598,Знаменитости,Знаменитости,41-45,2019-09-24 18:57:00,12
6002,1046599,Знаменитости,Знаменитости,41-45,2019-09-24 18:58:00,5
6003,1046600,Знаменитости,Знаменитости,41-45,2019-09-24 18:59:00,13
6004,1046601,Знаменитости,Знаменитости,41-45,2019-09-24 19:00:00,2
6005,1046602,Знаменитости,Знаменитости,45+,2019-09-24 18:55:00,4
6006,1046603,Знаменитости,Знаменитости,45+,2019-09-24 18:56:00,2
6007,1046604,Знаменитости,Знаменитости,45+,2019-09-24 18:57:00,6
6008,1046605,Знаменитости,Знаменитости,45+,2019-09-24 18:58:00,3
6009,1046606,Знаменитости,Знаменитости,45+,2019-09-24 18:59:00,3
6010,1046607,Знаменитости,Знаменитости,45+,2019-09-24 19:00:00,1
6011,1046608,Знаменитости,Интерьеры,18-25,2019-09-24 18:56:00,1
6012,1046609,Знаменитости,Интерьеры,18-25,2019-09-24 18:58:00,2
6013,1046610,Знаменитости,Интерьеры,18-25,2019-09-24 18:59:00,2
6014,1046611,Знаменитости,Интерьеры,18-25,2019-09-24 19:00:00,1
6015,1046612,Знаменитости,Интерьеры,26-30,2019-09-24 18:57:00,1
6016,1046613,Знаменитости,Интерьеры,26-30,2019-09-24 18:58:00,1
6017,1046614,Знаменитости,Интерьеры,26-30,2019-09-24 19:00:00,1
6018,1046615,Знаменитости,Интерьеры,36-40,2019-09-24 18:55:00,1
6019,1046616,Знаменитости,Интерьеры,45+,2019-09-24 18:59:00,1
6020,1046617,Знаменитости,Интерьеры,45+,2019-09-24 19:00:00,1
6021,1046618,Знаменитости,Искусство,18-25,2019-09-24 18:29:00,1
6022,1046619,Знаменитости,Искусство,18-25,2019-09-24 18:30:00,1
6023,1046620,Знаменитости,Искусство,18-25,2019-09-24 18:32:00,2
6024,1046621,Знаменитости,Искусство,18-25,2019-09-24 18:33:00,1
6025,1046622,Знаменитости,Искусство,18-25,2019-09-24 18:34:00,1
6026,1046623,Знаменитости,Искусство,18-25,2019-09-24 18:53:00,5
6027,1046624,Знаменитости,Искусство,18-25,2019-09-24 18:54:00,3
6028,1046625,Знаменитости,Искусство,18-25,2019-09-24 18:55:00,16
6029,1046626,Знаменитости,Искусство,18-25,2019-09-24 18:56:00,29
6030,1046627,Знаменитости,Искусство,18-25,2019-09-24 18:57:00,33
6031,1046628,Знаменитости,Искусство,18-25,2019-09-24 18:58:00,34
6032,1046629,Знаменитости,Искусство,18-25,2019-09-24 18:59:00,22
6033,1046630,Знаменитости,Искусство,18-25,2019-09-24 19:00:00,9
6034,1046631,Знаменитости,Искусство,26-30,2019-09-24 18:31:00,1
6035,1046632,Знаменитости,Искусство,26-30,2019-09-24 18:32:00,2
6036,1046633,Знаменитости,Искусство,26-30,2019-09-24 18:52:00,1
6037,1046634,Знаменитости,Искусство,26-30,2019-09-24 18:54:00,7
6038,1046635,Знаменитости,Искусство,26-30,2019-09-24 18:55:00,7
6039,1046636,Знаменитости,Искусство,26-30,2019-09-24 18:56:00,13
6040,1046637,Знаменитости,Искусство,26-30,2019-09-24 18:57:00,8
6041,1046638,Знаменитости,Искусство,26-30,2019-09-24 18:58:00,11
6042,1046639,Знаменитости,Искусство,26-30,2019-09-24 18:59:00,9
6043,1046640,Знаменитости,Искусство,26-30,2019-09-24 19:00:00,4
6044,1046641,Знаменитости,Искусство,31-35,2019-09-24 18:32:00,1
6045,1046642,Знаменитости,Искусство,31-35,2019-09-24 18:53:00,2
6046,1046643,Знаменитости,Искусство,31-35,2019-09-24 18:54:00,1
6047,1046644,Знаменитости,Искусство,31-35,2019-09-24 18:55:00,4
6048,1046645,Знаменитости,Искусство,31-35,2019-09-24 18:56:00,6
6049,1046646,Знаменитости,Искусство,31-35,2019-09-24 18:57:00,14
6050,1046647,Знаменитости,Искусство,31-35,2019-09-24 18:58:00,19
6051,1046648,Знаменитости,Искусство,31-35,2019-09-24 18:59:00,16
6052,1046649,Знаменитости,Искусство,31-35,2019-09-24 19:00:00,3
6053,1046650,Знаменитости,Искусство,36-40,2019-09-24 18:31:00,1
6054,1046651,Знаменитости,Искусство,36-40,2019-09-24 18:34:00,1
6055,1046652,Знаменитости,Искусство,36-40,2019-09-24 18:53:00,1
6056,1046653,Знаменитости,Искусство,36-40,2019-09-24 18:54:00,5
6057,1046654,Знаменитости,Искусство,36-40,2019-09-24 18:55:00,5
6058,1046655,Знаменитости,Искусство,36-40,2019-09-24 18:56:00,7
6059,1046656,Знаменитости,Искусство,36-40,2019-09-24 18:57:00,5
6060,1046657,Знаменитости,Искусство,36-40,2019-09-24 18:58:00,5
6061,1046658,Знаменитости,Искусство,36-40,2019-09-24 18:59:00,9
6062,1046659,Знаменитости,Искусство,36-40,2019-09-24 19:00:00,4
6063,1046660,Знаменитости,Искусство,41-45,2019-09-24 18:30:00,1
6064,1046661,Знаменитости,Искусство,41-45,2019-09-24 18:32:00,1
6065,1046662,Знаменитости,Искусство,41-45,2019-09-24 18:55:00,1
6066,1046663,Знаменитости,Искусство,41-45,2019-09-24 18:56:00,1
6067,1046664,Знаменитости,Искусство,41-45,2019-09-24 18:57:00,2
6068,1046665,Знаменитости,Искусство,41-45,2019-09-24 18:58:00,2
6069,1046666,Знаменитости,Искусство,41-45,2019-09-24 18:59:00,6
6070,1046667,Знаменитости,Искусство,45+,2019-09-24 18:54:00,1
6071,1046668,Знаменитости,Искусство,45+,2019-09-24 18:55:00,3
6072,1046669,Знаменитости,Искусство,45+,2019-09-24 18:57:00,1
6073,1046670,Знаменитости,Искусство,45+,2019-09-24 18:58:00,2
6074,1046671,Знаменитости,Искусство,45+,2019-09-24 18:59:00,3
6075,1046672,Знаменитости,Искусство,45+,2019-09-24 19:00:00,3
6076,1046673,Знаменитости,История,18-25,2019-09-24 18:28:00,2
6077,1046674,Знаменитости,История,18-25,2019-09-24 18:29:00,2
6078,1046675,Знаменитости,История,18-25,2019-09-24 18:30:00,1
6079,1046676,Знаменитости,История,18-25,2019-09-24 18:31:00,2
6080,1046677,Знаменитости,История,18-25,2019-09-24 18:32:00,2
6081,1046678,Знаменитости,История,18-25,2019-09-24 18:33:00,1
6082,1046679,Знаменитости,История,18-25,2019-09-24 18:34:00,1
6083,1046680,Знаменитости,История,18-25,2019-09-24 18:52:00,1
6084,1046681,Знаменитости,История,18-25,2019-09-24 18:53:00,4
6085,1046682,Знаменитости,История,18-25,2019-09-24 18:54:00,12
6086,1046683,Знаменитости,История,18-25,2019-09-24 18:55:00,36
6087,1046684,Знаменитости,История,18-25,2019-09-24 18:56:00,53
6088,1046685,Знаменитости,История,18-25,2019-09-24 18:57:00,52
6089,1046686,Знаменитости,История,18-25,2019-09-24 18:58:00,60
6090,1046687,Знаменитости,История,18-25,2019-09-24 18:59:00,42
6091,1046688,Знаменитости,История,18-25,2019-09-24 19:00:00,11
6092,1046689,Знаменитости,История,26-30,2019-09-24 18:28:00,1
6093,1046690,Знаменитости,История,26-30,2019-09-24 18:29:00,1
6094,1046691,Знаменитости,История,26-30,2019-09-24 18:30:00,1
6095,1046692,Знаменитости,История,26-30,2019-09-24 18:33:00,2
6096,1046693,Знаменитости,История,26-30,2019-09-24 18:34:00,1
6097,1046694,Знаменитости,История,26-30,2019-09-24 18:54:00,9
6098,1046695,Знаменитости,История,26-30,2019-09-24 18:55:00,14
6099,1046696,Знаменитости,История,26-30,2019-09-24 18:56:00,24
6100,1046697,Знаменитости,История,26-30,2019-09-24 18:57:00,28
6101,1046698,Знаменитости,История,26-30,2019-09-24 18:58:00,29
6102,1046699,Знаменитости,История,26-30,2019-09-24 18:59:00,32
6103,1046700,Знаменитости,История,26-30,2019-09-24 19:00:00,10
6104,1046701,Знаменитости,История,31-35,2019-09-24 18:29:00,1
6105,1046702,Знаменитости,История,31-35,2019-09-24 18:30:00,1
6106,1046703,Знаменитости,История,31-35,2019-09-24 18:52:00,1
6107,1046704,Знаменитости,История,31-35,2019-09-24 18:53:00,1
6108,1046705,Знаменитости,История,31-35,2019-09-24 18:54:00,4
6109,1046706,Знаменитости,История,31-35,2019-09-24 18:55:00,9
6110,1046707,Знаменитости,История,31-35,2019-09-24 18:56:00,11
6111,1046708,Знаменитости,История,31-35,2019-09-24 18:57:00,16
6112,1046709,Знаменитости,История,31-35,2019-09-24 18:58:00,20
6113,1046710,Знаменитости,История,31-35,2019-09-24 18:59:00,21
6114,1046711,Знаменитости,История,31-35,2019-09-24 19:00:00,4
6115,1046712,Знаменитости,История,36-40,2019-09-24 18:29:00,1
6116,1046713,Знаменитости,История,36-40,2019-09-24 18:54:00,3
6117,1046714,Знаменитости,История,36-40,2019-09-24 18:55:00,4
6118,1046715,Знаменитости,История,36-40,2019-09-24 18:56:00,15
6119,1046716,Знаменитости,История,36-40,2019-09-24 18:57:00,11
6120,1046717,Знаменитости,История,36-40,2019-09-24 18:58:00,13
6121,1046718,Знаменитости,История,36-40,2019-09-24 18:59:00,12
6122,1046719,Знаменитости,История,36-40,2019-09-24 19:00:00,1
6123,1046720,Знаменитости,История,41-45,2019-09-24 18:54:00,2
6124,1046721,Знаменитости,История,41-45,2019-09-24 18:55:00,1
6125,1046722,Знаменитости,История,41-45,2019-09-24 18:56:00,2
6126,1046723,Знаменитости,История,41-45,2019-09-24 18:57:00,5
6127,1046724,Знаменитости,История,41-45,2019-09-24 18:58:00,8
6128,1046725,Знаменитости,История,41-45,2019-09-24 18:59:00,10
6129,1046726,Знаменитости,История,41-45,2019-09-24 19:00:00,1
6130,1046727,Знаменитости,История,45+,2019-09-24 18:55:00,2
6131,1046728,Знаменитости,История,45+,2019-09-24 18:56:00,2
6132,1046729,Знаменитости,История,45+,2019-09-24 18:57:00,7
6133,1046730,Знаменитости,История,45+,2019-09-24 18:58:00,8
6134,1046731,Знаменитости,История,45+,2019-09-24 18:59:00,8
6135,1046732,Знаменитости,История,45+,2019-09-24 19:00:00,5
6136,1046733,Знаменитости,Кино,18-25,2019-09-24 18:31:00,1
6137,1046734,Знаменитости,Кино,18-25,2019-09-24 18:33:00,2
6138,1046735,Знаменитости,Кино,18-25,2019-09-24 18:54:00,4
6139,1046736,Знаменитости,Кино,18-25,2019-09-24 18:55:00,11
6140,1046737,Знаменитости,Кино,18-25,2019-09-24 18:56:00,9
6141,1046738,Знаменитости,Кино,18-25,2019-09-24 18:57:00,12
6142,1046739,Знаменитости,Кино,18-25,2019-09-24 18:58:00,15
6143,1046740,Знаменитости,Кино,18-25,2019-09-24 18:59:00,9
6144,1046741,Знаменитости,Кино,18-25,2019-09-24 19:00:00,6
6145,1046742,Знаменитости,Кино,26-30,2019-09-24 18:28:00,1
6146,1046743,Знаменитости,Кино,26-30,2019-09-24 18:32:00,1
6147,1046744,Знаменитости,Кино,26-30,2019-09-24 18:33:00,1
6148,1046745,Знаменитости,Кино,26-30,2019-09-24 18:54:00,3
6149,1046746,Знаменитости,Кино,26-30,2019-09-24 18:55:00,10
6150,1046747,Знаменитости,Кино,26-30,2019-09-24 18:56:00,17
6151,1046748,Знаменитости,Кино,26-30,2019-09-24 18:57:00,20
6152,1046749,Знаменитости,Кино,26-30,2019-09-24 18:58:00,16
6153,1046750,Знаменитости,Кино,26-30,2019-09-24 18:59:00,12
6154,1046751,Знаменитости,Кино,26-30,2019-09-24 19:00:00,4
6155,1046752,Знаменитости,Кино,31-35,2019-09-24 18:32:00,1
6156,1046753,Знаменитости,Кино,31-35,2019-09-24 18:54:00,5
6157,1046754,Знаменитости,Кино,31-35,2019-09-24 18:55:00,8
6158,1046755,Знаменитости,Кино,31-35,2019-09-24 18:56:00,14
6159,1046756,Знаменитости,Кино,31-35,2019-09-24 18:57:00,12
6160,1046757,Знаменитости,Кино,31-35,2019-09-24 18:58:00,17
6161,1046758,Знаменитости,Кино,31-35,2019-09-24 18:59:00,11
6162,1046759,Знаменитости,Кино,31-35,2019-09-24 19:00:00,11
6163,1046760,Знаменитости,Кино,36-40,2019-09-24 18:30:00,1
6164,1046761,Знаменитости,Кино,36-40,2019-09-24 18:31:00,1
6165,1046762,Знаменитости,Кино,36-40,2019-09-24 18:34:00,1
6166,1046763,Знаменитости,Кино,36-40,2019-09-24 18:52:00,1
6167,1046764,Знаменитости,Кино,36-40,2019-09-24 18:53:00,1
6168,1046765,Знаменитости,Кино,36-40,2019-09-24 18:54:00,4
6169,1046766,Знаменитости,Кино,36-40,2019-09-24 18:55:00,16
6170,1046767,Знаменитости,Кино,36-40,2019-09-24 18:56:00,9
6171,1046768,Знаменитости,Кино,36-40,2019-09-24 18:57:00,13
6172,1046769,Знаменитости,Кино,36-40,2019-09-24 18:58:00,24
6173,1046770,Знаменитости,Кино,36-40,2019-09-24 18:59:00,12
6174,1046771,Знаменитости,Кино,36-40,2019-09-24 19:00:00,5
6175,1046772,Знаменитости,Кино,41-45,2019-09-24 18:29:00,1
6176,1046773,Знаменитости,Кино,41-45,2019-09-24 18:31:00,2
6177,1046774,Знаменитости,Кино,41-45,2019-09-24 18:32:00,1
6178,1046775,Знаменитости,Кино,41-45,2019-09-24 18:34:00,1
6179,1046776,Знаменитости,Кино,41-45,2019-09-24 18:54:00,3
6180,1046777,Знаменитости,Кино,41-45,2019-09-24 18:55:00,3
6181,1046778,Знаменитости,Кино,41-45,2019-09-24 18:56:00,17
6182,1046779,Знаменитости,Кино,41-45,2019-09-24 18:57:00,16
6183,1046780,Знаменитости,Кино,41-45,2019-09-24 18:58:00,8
6184,1046781,Знаменитости,Кино,41-45,2019-09-24 18:59:00,9
6185,1046782,Знаменитости,Кино,45+,2019-09-24 18:52:00,1
6186,1046783,Знаменитости,Кино,45+,2019-09-24 18:55:00,1
6187,1046784,Знаменитости,Кино,45+,2019-09-24 18:56:00,6
6188,1046785,Знаменитости,Кино,45+,2019-09-24 18:57:00,5
6189,1046786,Знаменитости,Кино,45+,2019-09-24 18:58:00,5
6190,1046787,Знаменитости,Кино,45+,2019-09-24 18:59:00,7
6191,1046788,Знаменитости,Кино,45+,2019-09-24 19:00:00,1
6192,1046789,Знаменитости,Музыка,18-25,2019-09-24 18:29:00,1
6193,1046790,Знаменитости,Музыка,18-25,2019-09-24 18:30:00,1
6194,1046791,Знаменитости,Музыка,18-25,2019-09-24 18:54:00,1
6195,1046792,Знаменитости,Музыка,18-25,2019-09-24 18:55:00,5
6196,1046793,Знаменитости,Музыка,18-25,2019-09-24 18:56:00,3
6197,1046794,Знаменитости,Музыка,18-25,2019-09-24 18:57:00,2
6198,1046795,Знаменитости,Музыка,18-25,2019-09-24 18:58:00,1
6199,1046796,Знаменитости,Музыка,18-25,2019-09-24 18:59:00,14
6200,1046797,Знаменитости,Музыка,26-30,2019-09-24 18:32:00,1
6201,1046798,Знаменитости,Музыка,26-30,2019-09-24 18:56:00,4
6202,1046799,Знаменитости,Музыка,26-30,2019-09-24 18:57:00,6
6203,1046800,Знаменитости,Музыка,26-30,2019-09-24 18:58:00,5
6204,1046801,Знаменитости,Музыка,26-30,2019-09-24 18:59:00,1
6205,1046802,Знаменитости,Музыка,26-30,2019-09-24 19:00:00,1
6206,1046803,Знаменитости,Музыка,31-35,2019-09-24 18:56:00,1
6207,1046804,Знаменитости,Музыка,31-35,2019-09-24 18:59:00,1
6208,1046805,Знаменитости,Музыка,31-35,2019-09-24 19:00:00,1
6209,1046806,Знаменитости,Музыка,36-40,2019-09-24 18:58:00,3
6210,1046807,Знаменитости,Музыка,36-40,2019-09-24 18:59:00,2
6211,1046808,Знаменитости,Музыка,41-45,2019-09-24 18:57:00,1
6212,1046809,Знаменитости,Одежда,18-25,2019-09-24 18:29:00,3
6213,1046810,Знаменитости,Одежда,18-25,2019-09-24 18:30:00,1
6214,1046811,Знаменитости,Одежда,18-25,2019-09-24 18:31:00,1
6215,1046812,Знаменитости,Одежда,18-25,2019-09-24 18:32:00,1
6216,1046813,Знаменитости,Одежда,18-25,2019-09-24 18:33:00,1
6217,1046814,Знаменитости,Одежда,18-25,2019-09-24 18:52:00,1
6218,1046815,Знаменитости,Одежда,18-25,2019-09-24 18:53:00,1
6219,1046816,Знаменитости,Одежда,18-25,2019-09-24 18:54:00,6
6220,1046817,Знаменитости,Одежда,18-25,2019-09-24 18:55:00,17
6221,1046818,Знаменитости,Одежда,18-25,2019-09-24 18:56:00,30
6222,1046819,Знаменитости,Одежда,18-25,2019-09-24 18:57:00,36
6223,1046820,Знаменитости,Одежда,18-25,2019-09-24 18:58:00,26
6224,1046821,Знаменитости,Одежда,18-25,2019-09-24 18:59:00,24
6225,1046822,Знаменитости,Одежда,18-25,2019-09-24 19:00:00,7
6226,1046823,Знаменитости,Одежда,26-30,2019-09-24 18:31:00,1
6227,1046824,Знаменитости,Одежда,26-30,2019-09-24 18:52:00,1
6228,1046825,Знаменитости,Одежда,26-30,2019-09-24 18:53:00,4
6229,1046826,Знаменитости,Одежда,26-30,2019-09-24 18:54:00,3
6230,1046827,Знаменитости,Одежда,26-30,2019-09-24 18:55:00,11
6231,1046828,Знаменитости,Одежда,26-30,2019-09-24 18:56:00,14
6232,1046829,Знаменитости,Одежда,26-30,2019-09-24 18:57:00,18
6233,1046830,Знаменитости,Одежда,26-30,2019-09-24 18:58:00,20
6234,1046831,Знаменитости,Одежда,26-30,2019-09-24 18:59:00,22
6235,1046832,Знаменитости,Одежда,26-30,2019-09-24 19:00:00,5
6236,1046833,Знаменитости,Одежда,31-35,2019-09-24 18:28:00,1
6237,1046834,Знаменитости,Одежда,31-35,2019-09-24 18:30:00,1
6238,1046835,Знаменитости,Одежда,31-35,2019-09-24 18:31:00,1
6239,1046836,Знаменитости,Одежда,31-35,2019-09-24 18:32:00,3
6240,1046837,Знаменитости,Одежда,31-35,2019-09-24 18:54:00,6
6241,1046838,Знаменитости,Одежда,31-35,2019-09-24 18:55:00,23
6242,1046839,Знаменитости,Одежда,31-35,2019-09-24 18:56:00,19
6243,1046840,Знаменитости,Одежда,31-35,2019-09-24 18:57:00,12
6244,1046841,Знаменитости,Одежда,31-35,2019-09-24 18:58:00,17
6245,1046842,Знаменитости,Одежда,31-35,2019-09-24 18:59:00,15
6246,1046843,Знаменитости,Одежда,31-35,2019-09-24 19:00:00,8
6247,1046844,Знаменитости,Одежда,36-40,2019-09-24 18:29:00,1
6248,1046845,Знаменитости,Одежда,36-40,2019-09-24 18:30:00,1
6249,1046846,Знаменитости,Одежда,36-40,2019-09-24 18:31:00,1
6250,1046847,Знаменитости,Одежда,36-40,2019-09-24 18:32:00,2
6251,1046848,Знаменитости,Одежда,36-40,2019-09-24 18:33:00,2
6252,1046849,Знаменитости,Одежда,36-40,2019-09-24 18:53:00,1
6253,1046850,Знаменитости,Одежда,36-40,2019-09-24 18:54:00,2
6254,1046851,Знаменитости,Одежда,36-40,2019-09-24 18:55:00,10
6255,1046852,Знаменитости,Одежда,36-40,2019-09-24 18:56:00,14
6256,1046853,Знаменитости,Одежда,36-40,2019-09-24 18:57:00,10
6257,1046854,Знаменитости,Одежда,36-40,2019-09-24 18:58:00,16
6258,1046855,Знаменитости,Одежда,36-40,2019-09-24 18:59:00,10
6259,1046856,Знаменитости,Одежда,36-40,2019-09-24 19:00:00,2
6260,1046857,Знаменитости,Одежда,41-45,2019-09-24 18:31:00,1
6261,1046858,Знаменитости,Одежда,41-45,2019-09-24 18:33:00,2
6262,1046859,Знаменитости,Одежда,41-45,2019-09-24 18:54:00,3
6263,1046860,Знаменитости,Одежда,41-45,2019-09-24 18:56:00,5
6264,1046861,Знаменитости,Одежда,41-45,2019-09-24 18:57:00,4
6265,1046862,Знаменитости,Одежда,41-45,2019-09-24 18:58:00,2
6266,1046863,Знаменитости,Одежда,41-45,2019-09-24 18:59:00,5
6267,1046864,Знаменитости,Одежда,41-45,2019-09-24 19:00:00,2
6268,1046865,Знаменитости,Одежда,45+,2019-09-24 18:29:00,1
6269,1046866,Знаменитости,Одежда,45+,2019-09-24 18:55:00,1
6270,1046867,Знаменитости,Одежда,45+,2019-09-24 18:56:00,2
6271,1046868,Знаменитости,Одежда,45+,2019-09-24 18:57:00,1
6272,1046869,Знаменитости,Одежда,45+,2019-09-24 18:58:00,4
6273,1046870,Знаменитости,Одежда,45+,2019-09-24 18:59:00,2
6274,1046871,Знаменитости,Полезные советы,18-25,2019-09-24 18:29:00,2
6275,1046872,Знаменитости,Полезные советы,18-25,2019-09-24 18:32:00,1
6276,1046873,Знаменитости,Полезные советы,18-25,2019-09-24 18:34:00,3
6277,1046874,Знаменитости,Полезные советы,18-25,2019-09-24 18:53:00,2
6278,1046875,Знаменитости,Полезные советы,18-25,2019-09-24 18:54:00,7
6279,1046876,Знаменитости,Полезные советы,18-25,2019-09-24 18:55:00,8
6280,1046877,Знаменитости,Полезные советы,18-25,2019-09-24 18:56:00,8
6281,1046878,Знаменитости,Полезные советы,18-25,2019-09-24 18:57:00,8
6282,1046879,Знаменитости,Полезные советы,18-25,2019-09-24 18:58:00,13
6283,1046880,Знаменитости,Полезные советы,18-25,2019-09-24 18:59:00,9
6284,1046881,Знаменитости,Полезные советы,18-25,2019-09-24 19:00:00,9
6285,1046882,Знаменитости,Полезные советы,26-30,2019-09-24 18:53:00,1
6286,1046883,Знаменитости,Полезные советы,26-30,2019-09-24 18:54:00,3
6287,1046884,Знаменитости,Полезные советы,26-30,2019-09-24 18:55:00,5
6288,1046885,Знаменитости,Полезные советы,26-30,2019-09-24 18:56:00,7
6289,1046886,Знаменитости,Полезные советы,26-30,2019-09-24 18:57:00,5
6290,1046887,Знаменитости,Полезные советы,26-30,2019-09-24 18:58:00,10
6291,1046888,Знаменитости,Полезные советы,26-30,2019-09-24 18:59:00,6
6292,1046889,Знаменитости,Полезные советы,31-35,2019-09-24 18:55:00,4
6293,1046890,Знаменитости,Полезные советы,31-35,2019-09-24 18:56:00,8
6294,1046891,Знаменитости,Полезные советы,31-35,2019-09-24 18:57:00,8
6295,1046892,Знаменитости,Полезные советы,31-35,2019-09-24 18:58:00,4
6296,1046893,Знаменитости,Полезные советы,31-35,2019-09-24 18:59:00,7
6297,1046894,Знаменитости,Полезные советы,31-35,2019-09-24 19:00:00,3
6298,1046895,Знаменитости,Полезные советы,36-40,2019-09-24 18:30:00,1
6299,1046896,Знаменитости,Полезные советы,36-40,2019-09-24 18:55:00,4
6300,1046897,Знаменитости,Полезные советы,36-40,2019-09-24 18:56:00,5
6301,1046898,Знаменитости,Полезные советы,36-40,2019-09-24 18:57:00,4
6302,1046899,Знаменитости,Полезные советы,36-40,2019-09-24 18:58:00,8
6303,1046900,Знаменитости,Полезные советы,36-40,2019-09-24 18:59:00,5
6304,1046901,Знаменитости,Полезные советы,41-45,2019-09-24 18:55:00,1
6305,1046902,Знаменитости,Полезные советы,41-45,2019-09-24 18:58:00,1
6306,1046903,Знаменитости,Полезные советы,41-45,2019-09-24 18:59:00,2
6307,1046904,Знаменитости,Полезные советы,45+,2019-09-24 18:55:00,2
6308,1046905,Знаменитости,Полезные советы,45+,2019-09-24 18:56:00,1
6309,1046906,Знаменитости,Полезные советы,45+,2019-09-24 18:59:00,3
6310,1046907,Знаменитости,Политика,18-25,2019-09-24 18:30:00,1
6311,1046908,Знаменитости,Политика,18-25,2019-09-24 18:32:00,1
6312,1046909,Знаменитости,Политика,18-25,2019-09-24 18:54:00,2
6313,1046910,Знаменитости,Политика,18-25,2019-09-24 18:55:00,2
6314,1046911,Знаменитости,Политика,18-25,2019-09-24 18:56:00,4
6315,1046912,Знаменитости,Политика,18-25,2019-09-24 18:57:00,4
6316,1046913,Знаменитости,Политика,18-25,2019-09-24 18:58:00,2
6317,1046914,Знаменитости,Политика,18-25,2019-09-24 18:59:00,3
6318,1046915,Знаменитости,Политика,18-25,2019-09-24 19:00:00,1
6319,1046916,Знаменитости,Политика,26-30,2019-09-24 18:54:00,1
6320,1046917,Знаменитости,Политика,26-30,2019-09-24 18:55:00,1
6321,1046918,Знаменитости,Политика,26-30,2019-09-24 18:56:00,1
6322,1046919,Знаменитости,Политика,26-30,2019-09-24 18:57:00,2
6323,1046920,Знаменитости,Политика,31-35,2019-09-24 18:56:00,2
6324,1046921,Знаменитости,Политика,31-35,2019-09-24 18:58:00,1
6325,1046922,Знаменитости,Политика,31-35,2019-09-24 18:59:00,1
6326,1046923,Знаменитости,Политика,31-35,2019-09-24 19:00:00,1
6327,1046924,Знаменитости,Политика,36-40,2019-09-24 18:57:00,1
6328,1046925,Знаменитости,Политика,36-40,2019-09-24 18:59:00,1
6329,1046926,Знаменитости,Политика,41-45,2019-09-24 18:57:00,1
6330,1046927,Знаменитости,Политика,45+,2019-09-24 18:54:00,1
6331,1046928,Знаменитости,Политика,45+,2019-09-24 18:59:00,1
6332,1046929,Знаменитости,Психология,18-25,2019-09-24 18:32:00,1
6333,1046930,Знаменитости,Психология,18-25,2019-09-24 18:54:00,2
6334,1046931,Знаменитости,Психология,18-25,2019-09-24 18:55:00,3
6335,1046932,Знаменитости,Психология,18-25,2019-09-24 18:56:00,8
6336,1046933,Знаменитости,Психология,18-25,2019-09-24 18:57:00,7
6337,1046934,Знаменитости,Психология,18-25,2019-09-24 18:58:00,12
6338,1046935,Знаменитости,Психология,18-25,2019-09-24 18:59:00,6
6339,1046936,Знаменитости,Психология,18-25,2019-09-24 19:00:00,3
6340,1046937,Знаменитости,Психология,26-30,2019-09-24 18:54:00,1
6341,1046938,Знаменитости,Психология,26-30,2019-09-24 18:55:00,2
6342,1046939,Знаменитости,Психология,26-30,2019-09-24 18:56:00,3
6343,1046940,Знаменитости,Психология,26-30,2019-09-24 18:57:00,1
6344,1046941,Знаменитости,Психология,26-30,2019-09-24 18:58:00,4
6345,1046942,Знаменитости,Психология,26-30,2019-09-24 18:59:00,3
6346,1046943,Знаменитости,Психология,31-35,2019-09-24 18:33:00,1
6347,1046944,Знаменитости,Психология,31-35,2019-09-24 18:34:00,1
6348,1046945,Знаменитости,Психология,31-35,2019-09-24 18:54:00,1
6349,1046946,Знаменитости,Психология,31-35,2019-09-24 18:55:00,1
6350,1046947,Знаменитости,Психология,31-35,2019-09-24 18:56:00,1
6351,1046948,Знаменитости,Психология,31-35,2019-09-24 18:57:00,5
6352,1046949,Знаменитости,Психология,31-35,2019-09-24 18:58:00,5
6353,1046950,Знаменитости,Психология,31-35,2019-09-24 18:59:00,2
